name,pokedex_number,abilities,,,typing,,hp,attack,defense,special_attack,special_defense,speed,height,weight,genus,gen_introduced,female_rate,genderless,baby_pokemon,legendary,mythical,is_default,forms_switchable,base_experience,capture_rate,egg_groups,,egg_cycles,base_happiness,can_evolve,evolves_from,primary_color,shape
Qwilfish,211,Poison Point,Swift Swim,Intimidate,Water,Poison,65,95,85,55,55,85,5,39,Balloon Pokémon,2,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,88,45,Water 2,,20,70,FALSE,,Gray,Fish
Scizor,212,Swarm,Technician,Light Metal,Bug,Steel,70,130,100,55,80,65,18,1180,Pincer Pokémon,2,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,175,25,Bug,,25,70,FALSE,Scyther,Red,Bug-Wings
Scizor Mega,212,Technician,,,Bug,Steel,70,150,140,65,100,75,20,1250,Pincer Pokémon,2,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,210,25,Bug,,25,70,FALSE,Scyther,Red,Bug-Wings
Shuckle,213,Sturdy,Gluttony,Contrary,Bug,Rock,20,10,230,10,230,5,6,205,Mold Pokémon,2,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,177,190,Bug,,20,70,FALSE,,Yellow,Armor
Heracross,214,Swarm,Guts,Moxie,Bug,Fighting,80,125,75,40,95,85,15,540,Single Horn Pokémon,2,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,175,45,Bug,,25,70,FALSE,,Blue,Humanoid
Heracross Mega,214,Skill Link,,,Bug,Fighting,80,185,115,40,105,75,17,625,Single Horn Pokémon,2,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,210,45,Bug,,25,70,FALSE,,Blue,Humanoid
Sneasel,215,Inner Focus,Keen Eye,Pickpocket,Dark,Ice,55,95,55,35,75,115,9,280,Sharp Claw Pokémon,2,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,86,60,Field,,20,35,TRUE,,Black,Upright
Teddiursa,216,Pickup,Quick Feet,Honey Gather,Normal,,60,80,50,50,50,40,6,88,Little Bear Pokémon,2,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,66,120,Field,,20,70,TRUE,,Brown,Upright
Ursaring,217,Guts,Quick Feet,Unnerve,Normal,,90,130,75,75,75,55,18,1258,Hibernator Pokémon,2,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,175,60,Field,,20,70,FALSE,Teddiursa,Brown,Upright
Slugma,218,Magma Armor,Flame Body,Weak Armor,Fire,,40,40,40,70,40,20,7,350,Lava Pokémon,2,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,50,190,Amorphous,,20,70,TRUE,,Red,Squiggle
Magcargo,219,Magma Armor,Flame Body,Weak Armor,Fire,Rock,60,50,120,90,80,30,8,550,Lava Pokémon,2,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,151,75,Amorphous,,20,70,FALSE,Slugma,Red,Squiggle
Swinub,220,Oblivious,Snow Cloak,Thick Fat,Ice,Ground,50,50,40,30,30,50,4,65,Pig Pokémon,2,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,50,225,Field,,20,70,TRUE,,Brown,Quadruped
Piloswine,221,Oblivious,Snow Cloak,Thick Fat,Ice,Ground,100,100,80,60,60,50,11,558,Swine Pokémon,2,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,158,75,Field,,20,70,TRUE,Swinub,Brown,Quadruped
Corsola,222,Hustle,Natural Cure,Regenerator,Water,Rock,65,55,95,65,95,35,6,50,Coral Pokémon,2,0.75,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,144,60,Water 1,Water 3,20,70,TRUE,,Pink,Armor
Corsola Galar,222,Weak Armor,Cursed Body,,Ghost,,60,55,100,65,100,30,6,5,Coral Pokémon,2,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,144,60,Water 1,Water 3,20,70,TRUE,,Pink,Armor
Remoraid,223,Hustle,Sniper,Moody,Water,,35,65,35,65,35,65,6,120,Jet Pokémon,2,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,60,190,Water 1,Water 2,20,70,TRUE,,Gray,Fish
Octillery,224,Suction Cups,Sniper,Moody,Water,,75,105,75,105,75,45,9,285,Jet Pokémon,2,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,168,75,Water 1,Water 2,20,70,FALSE,Remoraid,Red,Tentacles
Delibird,225,Vital Spirit,Hustle,Insomnia,Ice,Flying,45,55,45,65,45,75,9,160,Delivery Pokémon,2,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,116,45,Water 1,Field,20,70,FALSE,,Red,Wings
Mantine,226,Swift Swim,Water Absorb,Water Veil,Water,Flying,85,40,70,80,140,70,21,2200,Kite Pokémon,2,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,170,25,Water 1,,25,70,FALSE,Mantyke,Purple,Wings
Skarmory,227,Keen Eye,Sturdy,Weak Armor,Steel,Flying,65,80,140,40,70,70,17,505,Armor Bird Pokémon,2,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,163,25,Flying,,25,70,FALSE,,Gray,Wings
Houndour,228,Early Bird,Flash Fire,Unnerve,Dark,Fire,45,60,30,80,50,65,6,108,Dark Pokémon,2,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,66,120,Field,,20,35,TRUE,,Black,Quadruped
Houndoom,229,Early Bird,Flash Fire,Unnerve,Dark,Fire,75,90,50,110,80,95,14,350,Dark Pokémon,2,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,175,45,Field,,20,35,FALSE,Houndour,Black,Quadruped
Houndoom Mega,229,Solar Power,,,Dark,Fire,75,90,90,140,90,115,19,495,Dark Pokémon,2,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,210,45,Field,,20,35,FALSE,Houndour,Black,Quadruped
Kingdra,230,Swift Swim,Sniper,Damp,Water,Dragon,75,95,95,95,95,85,18,1520,Dragon Pokémon,2,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,243,45,Water 1,Dragon,20,70,FALSE,Seadra,Blue,Blob
Phanpy,231,Pickup,Sand Veil,,Ground,,90,60,60,40,40,40,5,335,Long Nose Pokémon,2,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,66,120,Field,,20,70,TRUE,,Blue,Quadruped
Donphan,232,Sturdy,Sand Veil,,Ground,,90,120,120,60,60,50,11,1200,Armor Pokémon,2,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,175,60,Field,,20,70,FALSE,Phanpy,Gray,Quadruped
Porygon2,233,Trace,Download,Analytic,Normal,,85,80,90,105,95,60,6,325,Virtual Pokémon,2,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,180,45,Mineral,,20,70,TRUE,Porygon,Red,Legs
Stantler,234,Intimidate,Frisk,Sap Sipper,Normal,,73,95,62,85,65,85,14,712,Big Horn Pokémon,2,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,163,45,Field,,20,70,FALSE,,Brown,Quadruped
Smeargle,235,Own Tempo,Technician,Moody,Normal,,55,20,35,20,45,75,12,580,Painter Pokémon,2,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,88,45,Field,,20,70,FALSE,,White,Upright
Tyrogue,236,Guts,Steadfast,Vital Spirit,Fighting,,35,35,35,35,35,35,7,210,Scuffle Pokémon,2,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,42,75,Undiscovered,,25,70,TRUE,,Purple,Humanoid
Hitmontop,237,Intimidate,Technician,Steadfast,Fighting,,50,95,95,35,110,70,14,480,Handstand Pokémon,2,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,159,45,Human-Like,,25,70,FALSE,Tyrogue,Brown,Upright
Smoochum,238,Oblivious,Forewarn,Hydration,Ice,Psychic,45,30,15,85,65,65,4,60,Kiss Pokémon,2,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,61,45,Undiscovered,,25,70,TRUE,,Pink,Humanoid
Elekid,239,Static,Vital Spirit,,Electric,,45,63,37,65,55,95,6,235,Electric Pokémon,2,0.25,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,72,45,Undiscovered,,25,70,TRUE,,Yellow,Humanoid
Magby,240,Flame Body,Vital Spirit,,Fire,,45,75,37,70,55,83,7,214,Live Coal Pokémon,2,0.25,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,73,45,Undiscovered,,25,70,TRUE,,Red,Upright
Miltank,241,Thick Fat,Scrappy,Sap Sipper,Normal,,95,80,105,40,70,100,12,755,Milk Cow Pokémon,2,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,172,45,Field,,20,70,FALSE,,Pink,Upright
Blissey,242,Natural Cure,Serene Grace,Healer,Normal,,255,10,10,75,135,55,15,468,Happiness Pokémon,2,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,608,30,Fairy,,40,140,FALSE,Chansey,Pink,Humanoid
Raikou,243,Pressure,Inner Focus,,Electric,,90,85,75,115,100,115,19,1780,Thunder Pokémon,2,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,261,3,Undiscovered,,80,35,FALSE,,Yellow,Quadruped
Entei,244,Pressure,Inner Focus,,Fire,,115,115,85,90,75,100,21,1980,Volcano Pokémon,2,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,261,3,Undiscovered,,80,35,FALSE,,Brown,Quadruped
Suicune,245,Pressure,Inner Focus,,Water,,100,75,115,90,115,85,20,1870,Aurora Pokémon,2,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,261,3,Undiscovered,,80,35,FALSE,,Blue,Quadruped
Larvitar,246,Guts,Sand Veil,,Rock,Ground,50,64,50,45,50,41,6,720,Rock Skin Pokémon,2,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,60,45,Monster,,40,35,TRUE,,Green,Upright
Pupitar,247,Shed Skin,,,Rock,Ground,70,84,70,65,70,51,12,1520,Hard Shell Pokémon,2,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,144,45,Monster,,40,35,TRUE,Larvitar,Gray,Squiggle
Tyranitar,248,Sand Stream,Unnerve,,Rock,Dark,100,134,110,95,100,61,20,2020,Armor Pokémon,2,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,270,45,Monster,,40,35,FALSE,Pupitar,Green,Upright
Tyranitar Mega,248,Sand Stream,,,Rock,Dark,100,164,150,95,120,71,25,2550,Armor Pokémon,2,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,315,45,Monster,,40,35,FALSE,Pupitar,Green,Upright
Lugia,249,Pressure,Multiscale,,Psychic,Flying,106,90,130,90,154,110,52,2160,Diving Pokémon,2,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,306,3,Undiscovered,,120,0,FALSE,,White,Wings
Ho Oh,250,Pressure,Regenerator,,Fire,Flying,106,130,90,110,154,90,38,1990,Rainbow Pokémon,2,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,306,3,Undiscovered,,120,0,FALSE,,Red,Wings
Celebi,251,Natural Cure,,,Psychic,Grass,100,100,100,100,100,100,6,50,Time Travel Pokémon,2,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,270,45,Undiscovered,,120,100,FALSE,,Green,Humanoid
Treecko,252,Overgrow,Unburden,,Grass,,40,45,35,65,55,70,5,50,Wood Gecko Pokémon,3,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,62,45,Monster,Dragon,20,70,TRUE,,Green,Upright
Grovyle,253,Overgrow,Unburden,,Grass,,50,65,45,85,65,95,9,216,Wood Gecko Pokémon,3,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,142,45,Monster,Dragon,20,70,TRUE,Treecko,Green,Upright
Sceptile,254,Overgrow,Unburden,,Grass,,70,85,65,105,85,120,17,522,Forest Pokémon,3,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,239,45,Monster,Dragon,20,70,FALSE,Grovyle,Green,Upright
Sceptile Mega,254,Lightning Rod,,,Grass,Dragon,70,110,75,145,85,145,19,552,Forest Pokémon,3,0.125,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,284,45,Monster,Dragon,20,70,FALSE,Grovyle,Green,Upright
Torchic,255,Blaze,Speed Boost,,Fire,,45,60,40,70,50,45,4,25,Chick Pokémon,3,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,62,45,Field,,20,70,TRUE,,Red,Legs
Combusken,256,Blaze,Speed Boost,,Fire,Fighting,60,85,60,85,60,55,9,195,Young Fowl Pokémon,3,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,142,45,Field,,20,70,TRUE,Torchic,Red,Upright
Blaziken,257,Blaze,Speed Boost,,Fire,Fighting,80,120,70,110,70,80,19,520,Blaze Pokémon,3,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,239,45,Field,,20,70,FALSE,Combusken,Red,Upright
Blaziken Mega,257,Speed Boost,,,Fire,Fighting,80,160,80,130,80,100,19,520,Blaze Pokémon,3,0.125,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,284,45,Field,,20,70,FALSE,Combusken,Red,Upright
Mudkip,258,Torrent,Damp,,Water,,50,70,50,50,50,40,4,76,Mud Fish Pokémon,3,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,62,45,Monster,Water 1,20,70,TRUE,,Blue,Quadruped
Marshtomp,259,Torrent,Damp,,Water,Ground,70,85,70,60,70,50,7,280,Mud Fish Pokémon,3,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,142,45,Monster,Water 1,20,70,TRUE,Mudkip,Blue,Upright
Swampert,260,Torrent,Damp,,Water,Ground,100,110,90,85,90,60,15,819,Mud Fish Pokémon,3,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,241,45,Monster,Water 1,20,70,FALSE,Marshtomp,Blue,Upright
Swampert Mega,260,Swift Swim,,,Water,Ground,100,150,110,95,110,70,19,1020,Mud Fish Pokémon,3,0.125,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,286,45,Monster,Water 1,20,70,FALSE,Marshtomp,Blue,Upright
Poochyena,261,Run Away,Quick Feet,Rattled,Dark,,35,55,35,30,30,35,5,136,Bite Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,56,255,Field,,15,70,TRUE,,Gray,Quadruped
Mightyena,262,Intimidate,Quick Feet,Moxie,Dark,,70,90,70,60,60,70,10,370,Bite Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,147,127,Field,,15,70,FALSE,Poochyena,Gray,Quadruped
Zigzagoon,263,Pickup,Gluttony,Quick Feet,Normal,,38,30,41,30,41,60,4,175,Tiny Raccoon Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,56,255,Field,,15,70,TRUE,,Brown,Quadruped
Zigzagoon Galar,263,Pickup,Gluttony,Quick Feet,Dark,Normal,38,30,41,30,41,60,4,175,Tiny Raccoon Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,255,Field,,15,70,TRUE,,Brown,Quadruped
Linoone,264,Pickup,Gluttony,Quick Feet,Normal,,78,70,61,50,61,100,5,325,Rushing Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,147,90,Field,,15,70,TRUE,Zigzagoon,White,Quadruped
Linoone Galar,264,Pickup,Gluttony,Quick Feet,Dark,Normal,78,70,61,50,61,100,5,325,Rushing Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,147,90,Field,,15,70,TRUE,Zigzagoon,White,Quadruped
Wurmple,265,Shield Dust,Run Away,,Bug,,45,45,35,20,30,20,3,36,Worm Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,56,255,Bug,,15,70,TRUE,,Red,Armor
Silcoon,266,Shed Skin,,,Bug,,50,35,55,25,25,15,6,100,Cocoon Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,72,120,Bug,,15,70,FALSE,Wurmple,White,Ball
Beautifly,267,Swarm,Rivalry,,Bug,Flying,60,70,50,100,50,65,10,284,Butterfly Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,178,45,Bug,,15,70,FALSE,Silcoon,Yellow,Bug-Wings
Cascoon,268,Shed Skin,,,Bug,,50,35,55,25,25,15,7,115,Cocoon Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,72,120,Bug,,15,70,FALSE,Wurmple,Purple,Ball
Dustox,269,Shield Dust,Compound Eyes,,Bug,Poison,60,50,70,50,90,65,12,316,Poison Moth Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,173,45,Bug,,15,70,FALSE,Cascoon,Green,Bug-Wings
Lotad,270,Swift Swim,Rain Dish,Own Tempo,Water,Grass,40,30,30,40,50,30,5,26,Water Weed Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,44,255,Water 1,Grass,15,70,TRUE,,Green,Armor
Lombre,271,Swift Swim,Rain Dish,Own Tempo,Water,Grass,60,50,50,60,70,50,12,325,Jolly Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,119,120,Water 1,Grass,15,70,TRUE,Lotad,Green,Humanoid
Ludicolo,272,Swift Swim,Rain Dish,Own Tempo,Water,Grass,80,70,70,90,100,70,15,550,Carefree Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,216,45,Water 1,Grass,15,70,FALSE,Lombre,Green,Humanoid
Seedot,273,Chlorophyll,Early Bird,Pickpocket,Grass,,40,40,50,30,30,30,5,40,Acorn Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,44,255,Field,Grass,15,70,TRUE,,Brown,Legs
Nuzleaf,274,Chlorophyll,Early Bird,Pickpocket,Grass,Dark,70,70,40,60,40,60,10,280,Wily Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,119,120,Field,Grass,15,70,TRUE,Seedot,Brown,Humanoid
Shiftry,275,Chlorophyll,Early Bird,Pickpocket,Grass,Dark,90,100,60,90,60,80,13,596,Wicked Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,216,45,Field,Grass,15,70,FALSE,Nuzleaf,Brown,Humanoid
Taillow,276,Guts,Scrappy,,Normal,Flying,40,55,30,30,30,85,3,23,Tiny Swallow Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,54,200,Flying,,15,70,TRUE,,Blue,Wings
Swellow,277,Guts,Scrappy,,Normal,Flying,60,85,60,75,50,125,7,198,Swallow Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,159,45,Flying,,15,70,FALSE,Taillow,Blue,Wings
Wingull,278,Keen Eye,Hydration,Rain Dish,Water,Flying,40,30,30,55,30,85,6,95,Seagull Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,54,190,Water 1,Flying,20,70,TRUE,,White,Wings
Pelipper,279,Keen Eye,Drizzle,Rain Dish,Water,Flying,60,50,100,95,70,65,12,280,Water Bird Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,154,45,Water 1,Flying,20,70,FALSE,Wingull,Yellow,Wings
Ralts,280,Synchronize,Trace,Telepathy,Psychic,Fairy,28,25,25,45,35,40,4,66,Feeling Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,40,235,Human-Like,Amorphous,20,35,TRUE,,White,Humanoid
Kirlia,281,Synchronize,Trace,Telepathy,Psychic,Fairy,38,35,35,65,55,50,8,202,Emotion Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,97,120,Human-Like,Amorphous,20,35,TRUE,Ralts,White,Humanoid
Gardevoir,282,Synchronize,Trace,Telepathy,Psychic,Fairy,68,65,65,125,115,80,16,484,Embrace Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,233,45,Human-Like,Amorphous,20,35,FALSE,Kirlia,White,Humanoid
Gardevoir Mega,282,Pixilate,,,Psychic,Fairy,68,85,65,165,135,100,16,484,Embrace Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,278,45,Human-Like,Amorphous,20,35,FALSE,Kirlia,White,Humanoid
Surskit,283,Swift Swim,Rain Dish,,Bug,Water,40,30,32,50,52,65,5,17,Pond Skater Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,54,200,Water 1,Bug,15,70,TRUE,,Blue,Armor
Masquerain,284,Intimidate,Unnerve,,Bug,Flying,70,60,62,100,82,80,8,36,Eyeball Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,159,75,Water 1,Bug,15,70,FALSE,Surskit,Blue,Bug-Wings
Shroomish,285,Effect Spore,Poison Heal,Quick Feet,Grass,,60,40,60,40,60,35,4,45,Mushroom Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,59,255,Fairy,Grass,15,70,TRUE,,Brown,Legs
Breloom,286,Effect Spore,Poison Heal,Technician,Grass,Fighting,60,130,80,60,60,70,12,392,Mushroom Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,161,90,Fairy,Grass,15,70,FALSE,Shroomish,Green,Upright
Slakoth,287,Truant,,,Normal,,60,60,60,35,35,30,8,240,Slacker Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,56,255,Field,,15,70,TRUE,,Brown,Quadruped
Vigoroth,288,Vital Spirit,,,Normal,,80,80,80,55,55,90,14,465,Wild Monkey Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,154,120,Field,,15,70,TRUE,Slakoth,White,Upright
Slaking,289,Truant,,,Normal,,150,160,100,95,65,100,20,1305,Lazy Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,252,45,Field,,15,70,FALSE,Vigoroth,Brown,Humanoid
Nincada,290,Compound Eyes,Run Away,,Bug,Ground,31,45,90,30,30,40,5,55,Trainee Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,53,255,Bug,,15,70,TRUE,,Gray,Armor
Ninjask,291,Speed Boost,Infiltrator,,Bug,Flying,61,90,45,50,50,160,8,120,Ninja Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,160,120,Bug,,15,70,FALSE,Nincada,Yellow,Bug-Wings
Shedinja,292,Wonder Guard,,,Bug,Ghost,1,90,45,30,30,40,8,12,Shed Pokémon,3,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,83,45,Mineral,,15,70,FALSE,Nincada,Brown,Blob
Whismur,293,Soundproof,Rattled,,Normal,,64,51,23,51,23,28,6,163,Whisper Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,48,190,Monster,Field,20,70,TRUE,,Pink,Upright
Loudred,294,Soundproof,Scrappy,,Normal,,84,71,43,71,43,48,10,405,Big Voice Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,126,120,Monster,Field,20,70,TRUE,Whismur,Blue,Upright
Exploud,295,Soundproof,Scrappy,,Normal,,104,91,63,91,73,68,15,840,Loud Noise Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,221,45,Monster,Field,20,70,FALSE,Loudred,Blue,Upright
Makuhita,296,Thick Fat,Guts,Sheer Force,Fighting,,72,60,30,20,30,25,10,864,Guts Pokémon,3,0.25,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,47,180,Human-Like,,20,70,TRUE,,Yellow,Humanoid
Hariyama,297,Thick Fat,Guts,Sheer Force,Fighting,,144,120,60,40,60,50,23,2538,Arm Thrust Pokémon,3,0.25,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,166,200,Human-Like,,20,70,FALSE,Makuhita,Brown,Humanoid
Azurill,298,Thick Fat,Huge Power,Sap Sipper,Normal,Fairy,50,20,40,20,40,20,2,20,Polka Dot Pokémon,3,0.75,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,38,150,Undiscovered,,10,70,TRUE,,Blue,Legs
Nosepass,299,Sturdy,Magnet Pull,Sand Force,Rock,,30,45,135,45,90,30,10,970,Compass Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,75,255,Mineral,,20,70,TRUE,,Gray,Humanoid
Skitty,300,Cute Charm,Normalize,Wonder Skin,Normal,,50,45,45,35,35,50,6,110,Kitten Pokémon,3,0.75,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,52,255,Field,Fairy,15,70,TRUE,,Pink,Quadruped
Delcatty,301,Cute Charm,Normalize,Wonder Skin,Normal,,70,65,65,55,55,90,11,326,Prim Pokémon,3,0.75,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,140,60,Field,Fairy,15,70,FALSE,Skitty,Purple,Quadruped
Sableye,302,Keen Eye,Stall,Prankster,Dark,Ghost,50,75,75,65,65,50,5,110,Darkness Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,133,45,Human-Like,,25,35,FALSE,,Purple,Humanoid
Sableye Mega,302,Magic Bounce,,,Dark,Ghost,50,85,125,85,115,20,5,1610,Darkness Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,168,45,Human-Like,,25,35,FALSE,,Purple,Humanoid
Mawile,303,Hyper Cutter,Intimidate,Sheer Force,Steel,Fairy,50,85,85,55,55,50,6,115,Deceiver Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,133,45,Field,Fairy,20,70,FALSE,,Black,Humanoid
Mawile Mega,303,Huge Power,,,Steel,Fairy,50,105,125,55,95,50,10,235,Deceiver Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,168,45,Field,Fairy,20,70,FALSE,,Black,Humanoid
Aron,304,Sturdy,Rock Head,Heavy Metal,Steel,Rock,50,70,100,40,40,30,4,600,Iron Armor Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,66,180,Monster,,35,35,TRUE,,Gray,Quadruped
Lairon,305,Sturdy,Rock Head,Heavy Metal,Steel,Rock,60,90,140,50,50,40,9,1200,Iron Armor Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,151,90,Monster,,35,35,TRUE,Aron,Gray,Quadruped
Aggron,306,Sturdy,Rock Head,Heavy Metal,Steel,Rock,70,110,180,60,60,50,21,3600,Iron Armor Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,239,45,Monster,,35,35,FALSE,Lairon,Gray,Upright
Aggron Mega,306,Filter,,,Steel,,70,140,230,60,80,50,22,3950,Iron Armor Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,284,45,Monster,,35,35,FALSE,Lairon,Gray,Upright
Meditite,307,Pure Power,Telepathy,,Fighting,Psychic,30,40,55,40,55,60,6,112,Meditate Pokémon,3,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,56,180,Human-Like,,20,70,TRUE,,Blue,Humanoid
